"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS"
"USC00048135","SHASTA DAM, CA US","2013-04-29",,,"0.00",,,"89","63","66"
"USC00048135","SHASTA DAM, CA US","2013-04-30",,,"0.00",,,"79","56","58"
"USC00048135","SHASTA DAM, CA US","2013-05-01",,,"0.00","0.0","0.0","76","58","60"
"USC00048135","SHASTA DAM, CA US","2013-05-02",,,"0.00","0.0","0.0","80","59","65"
"USC00048135","SHASTA DAM, CA US","2013-05-03",,,"0.00","0.0","0.0","86","60","66"
"USC00048135","SHASTA DAM, CA US","2013-05-04",,,"0.00","0.0","0.0","91","65","67"
"USC00048135","SHASTA DAM, CA US","2013-05-05",,,"0.00",,,"83","65","68"
"USC00048135","SHASTA DAM, CA US","2013-05-06",,,"0.03",,,"73","56","57"
"USC00048135","SHASTA DAM, CA US","2013-05-07",,,"0.02",,,"65","53","56"
"USC00048135","SHASTA DAM, CA US","2013-05-08",,,"0.02",,,"66","56","60"
"USC00048135","SHASTA DAM, CA US","2013-05-09",,,"0.02","0.0","0.0","76","56","59"
"USC00048135","SHASTA DAM, CA US","2013-05-10",,,"0.00","0.0","0.0","85","59","64"
"USC00048135","SHASTA DAM, CA US","2013-05-11",,,"0.00","0.0","0.0","94","64","68"
"USC00048135","SHASTA DAM, CA US","2013-05-12",,,"0.00",,,"92","67","70"
"USC00048135","SHASTA DAM, CA US","2013-05-13",,,"0.00",,,"91","62","66"
"USC00048135","SHASTA DAM, CA US","2013-05-14",,,"0.00",,,"90","65","68"
"USC00048135","SHASTA DAM, CA US","2013-05-15",,,"0.00","0.0","0.0","92","64","66"
"USC00048135","SHASTA DAM, CA US","2013-05-16",,,"0.00","0.0","0.0","84","62","63"
"USC00048135","SHASTA DAM, CA US","2013-05-17",,,"0.02","0.0","0.0","69","52","55"
"USC00048135","SHASTA DAM, CA US","2013-05-18",,,"0.00","0.0","0.0","74","54","57"
"USC00048135","SHASTA DAM, CA US","2013-05-19",,,"0.00",,,"80","57","61"
"USC00048135","SHASTA DAM, CA US","2013-05-20",,,"0.00",,,"83","61","66"
"USC00048135","SHASTA DAM, CA US","2013-05-21",,,"0.00",,,"89","61","63"
"USC00048135","SHASTA DAM, CA US","2013-05-22",,,"0.00",,,"72","45","50"
"USC00048135","SHASTA DAM, CA US","2013-05-23",,,"0.00","0.0","0.0","72","50","54"
"USC00048135","SHASTA DAM, CA US","2013-05-24",,,"0.00","0.0","0.0","73","52","55"
"USC00048135","SHASTA DAM, CA US","2013-05-25",,,"0.00","0.0","0.0","76","55","58"
"USC00048135","SHASTA DAM, CA US","2013-05-26",,,"0.00",,,"78","58","61"
"USC00048135","SHASTA DAM, CA US","2013-05-27",,,"0.19",,,"76","53","53"
"USC00048135","SHASTA DAM, CA US","2013-05-28",,,"0.24","0.0",,"59","53","55"
"USC00048135","SHASTA DAM, CA US","2013-05-29",,,"0.00","0.0","0.0","76","55","63"
"USC00048135","SHASTA DAM, CA US","2013-05-30",,,"0.00","0.0","0.0","80","56","60"
"USC00048135","SHASTA DAM, CA US","2013-05-31",,,"0.00","0.0","0.0","85","60","64"
"USC00048135","SHASTA DAM, CA US","2013-06-01",,,"0.00","0.0","0.0","90","64","72"
"USC00048135","SHASTA DAM, CA US","2013-06-02",,,"0.00","0.0","0.0","96","69","72"
"USC00048135","SHASTA DAM, CA US","2013-06-03",,,"0.00",,,"95","71","74"
"USC00048135","SHASTA DAM, CA US","2013-06-04",,,"0.00",,,"98","72","77"
"USC00048135","SHASTA DAM, CA US","2013-06-05",,,"0.00",,,"100","68","70"
"USC00048135","SHASTA DAM, CA US","2013-06-06",,,"0.00","0.0","0.0","97","68","71"
"USC00048135","SHASTA DAM, CA US","2013-06-07",,,"0.00","0.0","0.0","100","71","78"
"USC00048135","SHASTA DAM, CA US","2013-06-08",,,"0.00","0.0","0.0","102","71","81"
"USC00048135","SHASTA DAM, CA US","2013-06-09",,,"0.00","0.0","0.0","103","80","85"
"USC00048135","SHASTA DAM, CA US","2013-06-10",,,"0.00","0.0","0.0","99","62","63"
"USC00048135","SHASTA DAM, CA US","2013-06-11",,,"0.00","0.0","0.0","70","61","64"
"USC00048135","SHASTA DAM, CA US","2013-06-12",,,"0.00","0.0","0.0","83","62","66"
"USC00048135","SHASTA DAM, CA US","2013-06-13",,,"0.00","0.0","0.0","86","61","63"
"USC00048135","SHASTA DAM, CA US","2013-06-14",,,"0.00","0.0","0.0","85","62","65"
"USC00048135","SHASTA DAM, CA US","2013-06-15",,,"0.00","0.0","0.0","89","64","67"
"USC00048135","SHASTA DAM, CA US","2013-06-16",,,"0.00",,,"91","64","67"
"USC00048135","SHASTA DAM, CA US","2013-06-17",,,"0.00",,,"92","65","68"
"USC00048135","SHASTA DAM, CA US","2013-06-18",,,"0.00",,,"92","62","63"
"USC00048135","SHASTA DAM, CA US","2013-06-19",,,"0.00",,,"85","55","60"
"USC00048135","SHASTA DAM, CA US","2013-06-20",,,"0.00","0.0","0.0","79","59","62"
"USC00048135","SHASTA DAM, CA US","2013-06-21",,,"0.00","0.0","0.0","84","62","66"
"USC00048135","SHASTA DAM, CA US","2013-06-22",,,"0.00","0.0","0.0","88","65","69"
"USC00048135","SHASTA DAM, CA US","2013-06-23",,,"0.00",,,"93","65","69"
"USC00048135","SHASTA DAM, CA US","2013-06-24",,,"0.35",,,"79","58","59"
"USC00048135","SHASTA DAM, CA US","2013-06-25",,,"0.71",,,"63","56","58"
"USC00048135","SHASTA DAM, CA US","2013-06-26",,,"2.51","0.0","0.0","67","58","62"
"USC00048135","SHASTA DAM, CA US","2013-06-27",,,"0.01","0.0","0.0","88","62","68"
"USC00048135","SHASTA DAM, CA US","2013-06-28",,,"0.00","0.0","0.0","90","68","74"
"USC00048135","SHASTA DAM, CA US","2013-06-29",,,"0.00","0.0","0.0","104","74","77"
"USC00048135","SHASTA DAM, CA US","2013-06-30",,,"0.00",,,"99","76","80"
"USC00048135","SHASTA DAM, CA US","2013-07-01",,,"0.00","0.0","0.0","104","75","78"
"USC00048135","SHASTA DAM, CA US","2013-07-02",,,"0.00","0.0","0.0","102","77","84"
"USC00048135","SHASTA DAM, CA US","2013-07-03",,,"0.00","0.0","0.0","108","81","84"
"USC00048135","SHASTA DAM, CA US","2013-07-04",,,"0.00","0.0","0.0","102","81","82"
"USC00048135","SHASTA DAM, CA US","2013-07-05",,,"0.00","0.0","0.0","103","77","78"
"USC00048135","SHASTA DAM, CA US","2013-07-06",,,"0.00","0.0","0.0","98","69","73"
"USC00048135","SHASTA DAM, CA US","2013-07-07",,,"0.00","0.0","0.0","95","70","73"
"USC00048135","SHASTA DAM, CA US","2013-07-08",,,"0.00","0.0","0.0","97","69","71"
"USC00048135","SHASTA DAM, CA US","2013-07-09",,,"0.00","0.0","0.0","98","67","70"
"USC00048135","SHASTA DAM, CA US","2013-07-10",,,"0.00","0.0","0.0","97","70","72"
"USC00048135","SHASTA DAM, CA US","2013-07-11",,,"0.00","0.0","0.0","99","68","71"
"USC00048135","SHASTA DAM, CA US","2013-07-12",,,"0.00","0.0","0.0","95","65","68"
"USC00048135","SHASTA DAM, CA US","2013-07-13",,,"0.00","0.0","0.0","92","68","71"
"USC00048135","SHASTA DAM, CA US","2013-07-14",,,"0.00","0.0","0.0","95","68","70"
"USC00048135","SHASTA DAM, CA US","2013-07-15",,,"0.00","0.0","0.0","98","68","69"
"USC00048135","SHASTA DAM, CA US","2013-07-16",,,"0.00","0.0","0.0","97","63","63"
"USC00048135","SHASTA DAM, CA US","2013-07-17",,,"0.00","0.0","0.0","89","63","66"
"USC00048135","SHASTA DAM, CA US","2013-07-18",,,"0.00","0.0","0.0","95","65","69"
"USC00048135","SHASTA DAM, CA US","2013-07-19",,,"0.00","0.0","0.0","102","69","76"
"USC00048135","SHASTA DAM, CA US","2013-07-20",,,"0.00","0.0","0.0","105","74","77"
"USC00048135","SHASTA DAM, CA US","2013-07-21",,,"0.00","0.0","0.0","106","75","79"
"USC00048135","SHASTA DAM, CA US","2013-07-22",,,"0.00","0.0","0.0","105","73","75"
"USC00048135","SHASTA DAM, CA US","2013-07-23",,,"0.00","0.0","0.0","97","73","75"
"USC00048135","SHASTA DAM, CA US","2013-07-24",,,"0.00","0.0","0.0","99","73","75"
"USC00048135","SHASTA DAM, CA US","2013-07-25",,,"0.00","0.0","0.0","100","74","76"
"USC00048135","SHASTA DAM, CA US","2013-07-26",,,"0.00","0.0","0.0","105","76","78"
"USC00048135","SHASTA DAM, CA US","2013-07-27",,,"0.00","0.0","0.0","101","74","77"
"USC00048135","SHASTA DAM, CA US","2013-07-28",,,"0.00","0.0","0.0","101","72","75"
"USC00048135","SHASTA DAM, CA US","2013-07-29",,,"0.00","0.0","0.0","99","68","69"
"USC00048135","SHASTA DAM, CA US","2013-07-30",,,"0.00","0.0","0.0","88","66","67"
"USC00048135","SHASTA DAM, CA US","2013-07-31",,,"0.00","0.0","0.0","91","66","72"
"USC00048135","SHASTA DAM, CA US","2013-08-01",,,"0.00","0.0","0.0","92","65","66"
"USC00048135","SHASTA DAM, CA US","2013-08-02",,,"0.00","0.0","0.0","89","66","69"
"USC00048135","SHASTA DAM, CA US","2013-08-03",,,"0.00","0.0","0.0","93","69","72"
"USC00048135","SHASTA DAM, CA US","2013-08-04",,,"0.00",,,"96","66","69"
"USC00048135","SHASTA DAM, CA US","2013-08-05",,,"0.00",,,"95","66","69"
"USC00048135","SHASTA DAM, CA US","2013-08-06",,,"0.00",,,"96","65","68"
"USC00048135","SHASTA DAM, CA US","2013-08-07",,,"0.00","0.0","0.0","96","60","60"
"USC00048135","SHASTA DAM, CA US","2013-08-08",,,"0.00","0.0","0.0","86","60","65"
"USC00048135","SHASTA DAM, CA US","2013-08-09",,,"0.00","0.0","0.0","88","64","65"
"USC00048135","SHASTA DAM, CA US","2013-08-10",,,"0.00","0.0","0.0","87","64","65"
"USC00048135","SHASTA DAM, CA US","2013-08-11",,,"0.00",,,"87","64","66"
"USC00048135","SHASTA DAM, CA US","2013-08-12",,,"0.00","0.0","0.0","92","66","69"
"USC00048135","SHASTA DAM, CA US","2013-08-13",,,"0.00","0.0","0.0","93","66","68"
"USC00048135","SHASTA DAM, CA US","2013-08-14",,,"0.00",,,"98","68","70"
"USC00048135","SHASTA DAM, CA US","2013-08-15",,,"0.00","0.0","0.0","97","68","69"
"USC00048135","SHASTA DAM, CA US","2013-08-16",,,"0.00","0.0","0.0","94","68","69"
"USC00048135","SHASTA DAM, CA US","2013-08-17",,,"0.00","0.0","0.0","96","69","73"
"USC00048135","SHASTA DAM, CA US","2013-08-18",,,"0.00","0.0","0.0","101","73","79"
"USC00048135","SHASTA DAM, CA US","2013-08-19",,,"0.00",,,"109","79","82"
"USC00048135","SHASTA DAM, CA US","2013-08-20",,,"0.00","0.0","0.0","103","77","79"
"USC00048135","SHASTA DAM, CA US","2013-08-21",,,"0.00","0.0","0.0","92","72","73"
"USC00048135","SHASTA DAM, CA US","2013-08-22",,,"0.00","0.0","0.0","98","72","73"
"USC00048135","SHASTA DAM, CA US","2013-08-23",,,"0.00",,,"94","66","66"
"USC00048135","SHASTA DAM, CA US","2013-08-24",,,"0.00","0.0","0.0","92","66","67"
"USC00048135","SHASTA DAM, CA US","2013-08-25",,,"0.00",,,"88","65","66"
"USC00048135","SHASTA DAM, CA US","2013-08-26",,,"0.00",,,"86","65","65"
"USC00048135","SHASTA DAM, CA US","2013-08-27",,,"0.00",,,"87","64","65"
"USC00048135","SHASTA DAM, CA US","2013-08-28",,,"0.00",,,"92","64","65"
"USC00048135","SHASTA DAM, CA US","2013-08-29",,,"0.00","0.0","0.0","92","65","68"
"USC00048135","SHASTA DAM, CA US","2013-08-30",,,"0.00","0.0","0.0","91","67","68"
"USC00048135","SHASTA DAM, CA US","2013-08-31",,,"0.00","0.0","0.0","96","68","69"
"USC00048135","SHASTA DAM, CA US","2013-09-01",,,"0.00",,,"96","65","66"
"USC00048135","SHASTA DAM, CA US","2013-09-02",,,"0.00",,,"89","65","65"
"USC00048135","SHASTA DAM, CA US","2013-09-03",,,"0.00",,,"86","64","66"
"USC00048135","SHASTA DAM, CA US","2013-09-04",,,"0.00","0.0","0.0","88","63","64"
"USC00048135","SHASTA DAM, CA US","2013-09-05",,,"0.00","0.0","0.0","89","63","63"
"USC00048135","SHASTA DAM, CA US","2013-09-06",,,"0.00",,,"85","60","66"
"USC00048135","SHASTA DAM, CA US","2013-09-07",,,"0.00","0.0","0.0","91","60","64"
"USC00048135","SHASTA DAM, CA US","2013-09-08",,,"0.00",,,"97","64","70"
"USC00048135","SHASTA DAM, CA US","2013-09-09",,,"0.00",,,"98","70","76"
"USC00048135","SHASTA DAM, CA US","2013-09-10",,,"0.00",,,"103","76","78"
"USC00048135","SHASTA DAM, CA US","2013-09-11",,,"0.00",,,"103","65","65"
"USC00048135","SHASTA DAM, CA US","2013-09-12",,,"0.00",,,"92","65","65"
"USC00048135","SHASTA DAM, CA US","2013-09-13",,,"0.00",,,"90","65","69"
"USC00048135","SHASTA DAM, CA US","2013-09-14",,,"0.00","0.0","0.0","96","69","70"
"USC00048135","SHASTA DAM, CA US","2013-09-15",,,"0.00",,,"94","63","64"
"USC00048135","SHASTA DAM, CA US","2013-09-16",,,"0.00",,,"85","63","64"
"USC00048135","SHASTA DAM, CA US","2013-09-17",,,"0.00",,,"88","63","66"
"USC00048135","SHASTA DAM, CA US","2013-09-18",,,"0.00","0.0","0.0","83","60","60"
"USC00048135","SHASTA DAM, CA US","2013-09-19",,,"0.00","0.0","0.0","85","60","67"
"USC00048135","SHASTA DAM, CA US","2013-09-20",,,"0.00","0.0","0.0","90","60","60"
"USC00048135","SHASTA DAM, CA US","2013-09-21",,,"0.72",,,"79","59","59"
"USC00048135","SHASTA DAM, CA US","2013-09-22",,,"0.71",,,"60","49","53"
"USC00048135","SHASTA DAM, CA US","2013-09-23",,,"0.01",,,"70","51","61"
"USC00048135","SHASTA DAM, CA US","2013-09-24",,,"0.00",,,"80","60","62"
"USC00048135","SHASTA DAM, CA US","2013-09-25",,,"0.00",,,"76","52","52"
"USC00048135","SHASTA DAM, CA US","2013-09-26",,,"0.00","0.0","0.0","76","51","52"
"USC00048135","SHASTA DAM, CA US","2013-09-27",,,"0.00","0.0","0.0","70","52","53"
"USC00048135","SHASTA DAM, CA US","2013-09-28",,,"0.00","0.0","0.0","76","52","59"
"USC00048135","SHASTA DAM, CA US","2013-09-29",,,"0.02",,,"75","51","58"
"USC00048135","SHASTA DAM, CA US","2013-09-30",,,"0.66",,,"62","58","58"
"USC00048135","SHASTA DAM, CA US","2013-10-01",,,"0.02",,,"73","55","56"
"USC00048135","SHASTA DAM, CA US","2013-10-02",,,"0.00","0.0","0.0","74","55","56"
"USC00048135","SHASTA DAM, CA US","2013-10-03",,,"0.00","0.0","0.0","75","52","53"
"USC00048135","SHASTA DAM, CA US","2013-10-04",,,"0.00","0.0","0.0","69","53","56"
"USC00048135","SHASTA DAM, CA US","2013-10-05",,,"0.00","0.0","0.0","75","55","60"
"USC00048135","SHASTA DAM, CA US","2013-10-06",,,"0.00",,,"81","53","53"
"USC00048135","SHASTA DAM, CA US","2013-10-07",,,"0.00",,,"81","53","53"
"USC00048135","SHASTA DAM, CA US","2013-10-08",,,"0.00",,,"78","53","53"
"USC00048135","SHASTA DAM, CA US","2013-10-09",,,"0.00",,,"71","53","55"
"USC00048135","SHASTA DAM, CA US","2013-10-10",,,"0.00","0.0","0.0","68","55","56"
"USC00048135","SHASTA DAM, CA US","2013-10-11",,,"0.00","0.0","0.0","72","51","51"
"USC00048135","SHASTA DAM, CA US","2013-10-12",,,"0.00","0.0","0.0","72","51","51"
"USC00048135","SHASTA DAM, CA US","2013-10-13",,,"0.01","0.0","0.0","73","50","53"
"USC00048135","SHASTA DAM, CA US","2013-10-14",,,"0.00",,,"71","53","56"
"USC00048135","SHASTA DAM, CA US","2013-10-15",,,"0.00","0.0","0.0","74","56","57"
"USC00048135","SHASTA DAM, CA US","2013-10-16",,,"0.00","0.0","0.0","76","53","53"
"USC00048135","SHASTA DAM, CA US","2013-10-17",,,"0.00","0.0","0.0","77","53","53"
"USC00048135","SHASTA DAM, CA US","2013-10-18",,,"0.00","0.0","0.0","79","53","63"
"USC00048135","SHASTA DAM, CA US","2013-10-19",,,"0.00","0.0","0.0","83","55","55"
"USC00048135","SHASTA DAM, CA US","2013-10-20",,,"0.00",,,"82","55","58"
"USC00048135","SHASTA DAM, CA US","2013-10-21",,,"0.00",,,"86","54","62"
"USC00048135","SHASTA DAM, CA US","2013-10-22",,,"0.00",,,"86","55","56"
"USC00048135","SHASTA DAM, CA US","2013-10-23",,,"0.00",,,"82","55","56"
"USC00048135","SHASTA DAM, CA US","2013-10-24",,,"0.00","0.0","0.0","84","54","54"
"USC00048135","SHASTA DAM, CA US","2013-10-25",,,"0.00","0.0","0.0","81","52","52"
"USC00048135","SHASTA DAM, CA US","2013-10-26",,,"0.00","0.0","0.0","79","52","56"
"USC00048135","SHASTA DAM, CA US","2013-10-27",,,"0.00",,,"85","51","51"
"USC00048135","SHASTA DAM, CA US","2013-10-28",,,"0.00",,,"74","46","49"
"USC00048135","SHASTA DAM, CA US","2013-10-29",,,"0.00",,,"57","48","49"
"USC00048135","SHASTA DAM, CA US","2013-10-30",,,"0.00","0.0","0.0","59","47","47"
"USC00048135","SHASTA DAM, CA US","2013-10-31",,,"0.00","0.0","0.0","66","47","54"
"USC00048135","SHASTA DAM, CA US","2013-11-01",,,"0.00","0.0","0.0","77","54","56"
"USC00048135","SHASTA DAM, CA US","2013-11-02",,,"0.00","0.0","0.0","74","50","50"
"USC00048135","SHASTA DAM, CA US","2013-11-03",,,"0.00",,,"68","46","46"
"USC00048135","SHASTA DAM, CA US","2013-11-04",,,"0.00",,,"69","46","46"
"USC00048135","SHASTA DAM, CA US","2013-11-05",,,"0.00",,,"64","46","52"
"USC00048135","SHASTA DAM, CA US","2013-11-06",,,"0.00",,,"70","51","53"
"USC00048135","SHASTA DAM, CA US","2013-11-07",,,"0.00","0.0","0.0","72","52","53"
"USC00048135","SHASTA DAM, CA US","2013-11-08",,,"0.00","0.0","0.0","72","50","51"
"USC00048135","SHASTA DAM, CA US","2013-11-09",,,"0.00","0.0","0.0","71","49","50"
"USC00048135","SHASTA DAM, CA US","2013-11-10",,,"0.00","0.0","0.0","73","50","50"
"USC00048135","SHASTA DAM, CA US","2013-11-11",,,"0.00",,,"73","48","50"
"USC00048135","SHASTA DAM, CA US","2013-11-12",,,"0.00","0.0","0.0","68","50","55"
"USC00048135","SHASTA DAM, CA US","2013-11-13",,,"0.00","0.0","0.0","68","55","60"
"USC00048135","SHASTA DAM, CA US","2013-11-14",,,"0.00","0.0","0.0","77","53","53"
"USC00048135","SHASTA DAM, CA US","2013-11-15",,,"0.00","0.0","0.0","72","50","50"
"USC00048135","SHASTA DAM, CA US","2013-11-16",,,"0.00","0.0","0.0","63","47","47"
"USC00048135","SHASTA DAM, CA US","2013-11-17",,,"0.00",,,"61","43","43"
"USC00048135","SHASTA DAM, CA US","2013-11-18",,,"0.00",,,"61","43","43"
"USC00048135","SHASTA DAM, CA US","2013-11-19",,,"0.85","0.0","0.0","60","43","47"
"USC00048135","SHASTA DAM, CA US","2013-11-20",,,"0.95",,,"50","46","49"
"USC00048135","SHASTA DAM, CA US","2013-11-21",,,"0.50","0.0","0.0","54","45","45"
"USC00048135","SHASTA DAM, CA US","2013-11-22",,,"0.00","0.0","0.0","58","45","51"
"USC00048135","SHASTA DAM, CA US","2013-11-23",,,"0.00","0.0","0.0","67","51","54"
"USC00048135","SHASTA DAM, CA US","2013-11-24",,,"0.00","0.0","0.0","67","43","43"
"USC00048135","SHASTA DAM, CA US","2013-11-25",,,"0.00",,,"64","39","39"
"USC00048135","SHASTA DAM, CA US","2013-11-26",,,"0.00",,,"64","39","43"
"USC00048135","SHASTA DAM, CA US","2013-11-27",,,"0.00","0.0","0.0","58","42","45"
"USC00048135","SHASTA DAM, CA US","2013-11-28",,,"0.00","0.0","0.0","62","43","51"
"USC00048135","SHASTA DAM, CA US","2013-11-29",,,"0.00","0.0","0.0","71","47","50"
"USC00048135","SHASTA DAM, CA US","2013-11-30",,,"0.00","0.0","0.0","71","47","47"
"USC00048135","SHASTA DAM, CA US","2013-12-01",,,"0.00",,,"68","47","52"
"USC00048135","SHASTA DAM, CA US","2013-12-02",,,"0.00",,,"64","43","43"
"USC00048135","SHASTA DAM, CA US","2013-12-03",,,"0.00",,,"55","43","43"
"USC00048135","SHASTA DAM, CA US","2013-12-04",,,"0.00",,,"50","33","33"
"USC00048135","SHASTA DAM, CA US","2013-12-05",,,"0.00","0.0","0.0","46","32","32"
"USC00048135","SHASTA DAM, CA US","2013-12-06",,,"0.00","0.0","0.0","46","28","29"
"USC00048135","SHASTA DAM, CA US","2013-12-07",,,"0.32","3.0","2.0","37","28","28"
"USC00048135","SHASTA DAM, CA US","2013-12-08",,,"0.00","0.0","1.0","40","24","25"
"USC00048135","SHASTA DAM, CA US","2013-12-09",,,"0.00","0.0","0.0","41","25","34"
"USC00048135","SHASTA DAM, CA US","2013-12-10",,,"0.00",,,"52","32","33"
"USC00048135","SHASTA DAM, CA US","2013-12-11",,,"0.00","0.0","0.0","56","32","44"
"USC00048135","SHASTA DAM, CA US","2013-12-12",,,"0.00","0.0","0.0","63","38","39"
"USC00048135","SHASTA DAM, CA US","2013-12-13",,,"0.00","0.0","0.0","57","38","41"
"USC00048135","SHASTA DAM, CA US","2013-12-14",,,"0.00","0.0","0.0","61","40","47"
"USC00048135","SHASTA DAM, CA US","2013-12-15",,,"0.00",,,"65","41","42"
"USC00048135","SHASTA DAM, CA US","2013-12-16",,,"0.00",,,"64","42","55"
"USC00048135","SHASTA DAM, CA US","2013-12-17",,,"0.00",,,"73","46","47"
"USC00048135","SHASTA DAM, CA US","2013-12-18",,,"0.00",,,"62","45","45"
"USC00048135","SHASTA DAM, CA US","2013-12-19",,,"0.00","0.0","0.0","56","44","45"
"USC00048135","SHASTA DAM, CA US","2013-12-20",,,"0.00","0.0","0.0","53","38","41"
"USC00048135","SHASTA DAM, CA US","2013-12-21",,,"0.00","0.0","0.0","60","40","40"
"USC00048135","SHASTA DAM, CA US","2013-12-22",,,"0.00","0.0","0.0","59","40","44"
"USC00048135","SHASTA DAM, CA US","2013-12-23",,,"0.00",,,"63","44","45"
"USC00048135","SHASTA DAM, CA US","2013-12-24",,,"0.00",,,"60","43","51"
"USC00048135","SHASTA DAM, CA US","2013-12-25",,,"0.00","0.0","0.0","66","51","53"
"USC00048135","SHASTA DAM, CA US","2013-12-26",,,"0.00","0.0","0.0","68","47","48"
"USC00048135","SHASTA DAM, CA US","2013-12-27",,,"0.00",,,"66","42","42"
"USC00048135","SHASTA DAM, CA US","2013-12-28",,,"0.00","0.0","0.0","55","42","48"
"USC00048135","SHASTA DAM, CA US","2013-12-29",,,"0.00","0.0","0.0","65","47","53"
"USC00048135","SHASTA DAM, CA US","2013-12-30",,,"0.00","0.0","0.0","67","43","43"
"USC00048135","SHASTA DAM, CA US","2013-12-31",,,"0.00",,,"59","43","46"
"USC00048135","SHASTA DAM, CA US","2014-01-01",,,"0.00",,,"64","46","52"
"USC00048135","SHASTA DAM, CA US","2014-01-02",,,"0.00","0.0","0.0","66","43","45"
"USC00048135","SHASTA DAM, CA US","2014-01-03",,,"0.00","0.0","0.0","67","43","44"
"USC00048135","SHASTA DAM, CA US","2014-01-04",,,"0.00","0.0","0.0","63","43","49"
"USC00048135","SHASTA DAM, CA US","2014-01-05",,,"0.00","0.0","0.0","63","43","53"
"USC00048135","SHASTA DAM, CA US","2014-01-06",,,"0.00","0.0","0.0","65","47","48"
"USC00048135","SHASTA DAM, CA US","2014-01-07",,,"0.00","0.0","0.0","55","41","41"
"USC00048135","SHASTA DAM, CA US","2014-01-08",,,"0.00","0.0","0.0","56","40","41"
"USC00048135","SHASTA DAM, CA US","2014-01-09",,,"0.00","0.0","0.0","57","40","41"
"USC00048135","SHASTA DAM, CA US","2014-01-10",,,"0.00",,,"55","39","39"
"USC00048135","SHASTA DAM, CA US","2014-01-11",,,"0.05","0.0","0.0","58","39","42"
"USC00048135","SHASTA DAM, CA US","2014-01-12",,,"0.13","0.0","0.0","58","35","36"
"USC00048135","SHASTA DAM, CA US","2014-01-13",,,"0.01","0.0","0.0","54","35","47"
"USC00048135","SHASTA DAM, CA US","2014-01-14",,,"0.00","0.0","0.0","64","47","52"
"USC00048135","SHASTA DAM, CA US","2014-01-15",,,"0.00","0.0","0.0","70","50","52"
"USC00048135","SHASTA DAM, CA US","2014-01-16",,,"0.00","0.0","0.0","73","51","55"
"USC00048135","SHASTA DAM, CA US","2014-01-17",,,"0.00","0.0","0.0","73","47","49"
"USC00048135","SHASTA DAM, CA US","2014-01-18",,,"0.00","0.0","0.0","71","47","47"
"USC00048135","SHASTA DAM, CA US","2014-01-19",,,"0.00",,,"72","43","45"
"USC00048135","SHASTA DAM, CA US","2014-01-20",,,"0.00","0.0","0.0","65","44","45"
"USC00048135","SHASTA DAM, CA US","2014-01-21",,,"0.00","0.0","0.0","69","42","43"
"USC00048135","SHASTA DAM, CA US","2014-01-22",,,"0.00",,,"67","42","49"
"USC00048135","SHASTA DAM, CA US","2014-01-23",,,"0.00","0.0","0.0","72","49","54"
"USC00048135","SHASTA DAM, CA US","2014-01-24",,,"0.00","0.0","0.0","67","54","55"
"USC00048135","SHASTA DAM, CA US","2014-01-25",,,"0.00","0.0","0.0","70","48","49"
"USC00048135","SHASTA DAM, CA US","2014-01-26",,,"0.00",,,"73","44","45"
"USC00048135","SHASTA DAM, CA US","2014-01-27",,,"0.00",,,"71","43","44"
"USC00048135","SHASTA DAM, CA US","2014-01-28",,,"0.00","0.0","0.0","59","44","50"
"USC00048135","SHASTA DAM, CA US","2014-01-29",,,"0.00",,,"62","50","53"
"USC00048135","SHASTA DAM, CA US","2014-01-30",,,"0.29","0.0","0.0","53","39","40"
"USC00048135","SHASTA DAM, CA US","2014-01-31",,,"0.00","0.0","0.0","57","39","40"
"USC00048135","SHASTA DAM, CA US","2014-02-01",,,"0.00","0.0","0.0","56","38","38"
"USC00048135","SHASTA DAM, CA US","2014-02-02",,,"0.00","0.0","0.0","56","36","37"
"USC00048135","SHASTA DAM, CA US","2014-02-03",,,"0.00","0.0","0.0","56","33","33"
"USC00048135","SHASTA DAM, CA US","2014-02-04",,,"0.00",,,"55","33","36"
"USC00048135","SHASTA DAM, CA US","2014-02-05",,,"0.00",,,"53","33","34"
"USC00048135","SHASTA DAM, CA US","2014-02-06",,,"0.18","0.0","0.0","51","34","37"
"USC00048135","SHASTA DAM, CA US","2014-02-07",,,"0.32",,,"44","37","43"
"USC00048135","SHASTA DAM, CA US","2014-02-08",,,"3.15","0.0","0.0","48","43","47"
"USC00048135","SHASTA DAM, CA US","2014-02-09",,,"1.30","0.0","0.0","50","43","48"
"USC00048135","SHASTA DAM, CA US","2014-02-10",,,"1.14","0.0","0.0","51","43","43"
"USC00048135","SHASTA DAM, CA US","2014-02-11",,,"0.00",,,"61","43","44"
"USC00048135","SHASTA DAM, CA US","2014-02-12",,,"0.00",,,"61","43","44"
"USC00048135","SHASTA DAM, CA US","2014-02-13",,,"0.67","0.0","0.0","53","44","50"
"USC00048135","SHASTA DAM, CA US","2014-02-14",,,"0.20","0.0","0.0","54","50","53"
"USC00048135","SHASTA DAM, CA US","2014-02-15",,,"0.10","0.0","0.0","58","53","54"
"USC00048135","SHASTA DAM, CA US","2014-02-16",,,"0.88","0.0","0.0","55","40","40"
"USC00048135","SHASTA DAM, CA US","2014-02-17",,,"0.01","0.0","0.0","60","38","38"
