date,load_forecast_mean_mw,load_forecast_max_mw,load_forecast_min_mw
2013-08-04,26493.395,31506.35,21583.23
2013-08-05,29244.17583333333,34954.24,22046.82
2013-08-06,29418.8325,34675.09,22768.26
2013-08-07,28729.255,33176.32,22660.95
2013-08-08,27964.181666666667,31957.43,22391.26
2013-08-09,28244.627916666665,32602.12,22538.33
2013-08-10,26580.295416666664,30579.67,22380.39
2013-08-11,26162.90958333333,31332.37,21496.47
2013-08-12,29180.149583333332,35099.07,21821.27
2013-08-13,30544.643750000003,37032.48,22841.13
2013-08-14,31742.582916666666,39267.63,23462.86
2013-08-15,32357.336666666666,40267.37,23897.32
2013-08-16,31858.65291666667,38968.58,24023.83
2013-08-17,29916.272083333333,35469.61,23672.66
2013-08-18,30057.123333333333,37311.23,23209.02
2013-08-19,32778.4475,41538.91,23334.09
2013-08-20,32332.80791666667,39994.31,23897.85
2013-08-21,32126.20708333333,39901.11,23770.54
2013-08-22,31636.510833333334,38894.88,23677.05
2013-08-23,31479.709166666667,38629.59,23563.82
2013-08-24,28953.94916666667,34600.24,22946.87
2013-08-25,27437.35166666667,32702.07,21872.2
2013-08-26,31141.194583333334,38253.82,22541.16
2013-08-27,32724.265416666665,40707.66,23798.07
2013-08-28,33607.239583333336,42152.2,24233.53
2013-08-29,33508.57916666667,41976.68,24234.41
2013-08-30,33375.846666666665,41425.02,24484.4
2013-08-31,31248.155833333334,38015.37,24248.16
2013-09-01,30208.31125,37482.8,23334.98
2013-09-02,30241.216249999998,38510.15,22722.55
2013-09-03,33337.99083333334,42365.39,23756.85
2013-09-04,33992.433333333334,43336.72,24135.72
2013-09-05,34848.88791666667,44601.28,24509.15
2013-09-06,33860.27125,43145.04,24035.1
2013-09-07,31972.15291666667,40198.37,24005.68
2013-09-08,30813.074583333335,38782.29,23335.46
2013-09-09,33286.113333333335,42360.95,23172.73
2013-09-10,32011.716666666664,39694.6,23327.75
2013-09-11,30814.2775,37323.38,22852.63
2013-09-12,30298.602499999997,36609.06,22510.62
2013-09-13,30609.78458333333,37264.04,22591.81
2013-09-14,29389.07875,35890.52,22850.85
2013-09-15,28407.546666666665,35017.07,22014.14
2013-09-16,30926.82083333333,38089.33,22204.43
2013-09-17,29411.539999999997,34729.31,22224.9
2013-09-18,28737.282916666667,33927.86,21819.46
2013-09-19,28681.00125,34342.07,21526.95
2013-09-20,27894.429999999997,32877.04,21473.12
2013-09-21,24947.51125,28199.29,21229.6
2013-09-22,23506.19208333333,28120.23,20198.18
2013-09-23,27652.91916666667,33205.89,20355.31
2013-09-24,27844.6975,32369.78,21375.09
2013-09-25,27002.144166666665,30692.93,21490.35
2013-09-26,26385.928333333333,30395.11,20955.15
2013-09-27,26068.650833333333,29607.27,20832.04
2013-09-28,24886.999166666665,29317.07,20789.15
2013-09-29,24184.064583333336,29324.62,20132.42
2013-09-30,27226.092916666665,32112.59,20442.05
2013-10-01,27093.513333333332,31945.36,20855.09
2013-10-02,26884.912916666668,31442.11,20887.37
2013-10-03,26184.739583333332,30337.82,20704.35
2013-10-04,26764.711666666666,30811.11,20975.57
2013-10-05,24920.064583333336,29654.8,20629.92
2013-10-06,24866.834583333333,30989.13,20176.86
2013-10-07,26955.931249999998,31980.87,20398.53
2013-10-08,26246.6725,30550.07,20759.85
2013-10-09,25688.3325,29741.76,20756.02
2013-10-10,25071.485416666666,28988.13,20740.81
2013-10-11,24794.395,28079.33,20479.32
2013-10-12,22772.217083333333,26649.39,19534.83
2013-10-13,22012.257083333334,26752.07,19141.86
2013-10-14,25081.55416666667,30062.26,19553.59
2013-10-15,26413.82541666667,31486.32,20179.28
2013-10-16,26891.53583333333,31919.94,20815.4
2013-10-17,26651.0425,31460.35,20645.99
2013-10-18,25764.41083333333,30016.02,19981.29
2013-10-19,24000.412083333333,28520.86,19983.97
2013-10-20,23101.402083333334,28388.86,19323.75
2013-10-21,25729.649583333332,30546.39,19686.08
2013-10-22,26427.478333333333,31426.46,20527.74
2013-10-23,26334.077916666665,30861.5,20688.78
2013-10-24,25685.536666666667,29612.48,20624.61
2013-10-25,25501.622916666664,29014.61,20188.79
2013-10-26,23968.399583333332,27863.56,20178.3
2013-10-27,22672.755,27371.59,19425.59
2013-10-28,25124.158333333336,29099.81,19689.84
2013-10-29,25354.465,29322.43,20447.6
2013-10-30,25456.416666666668,29301.09,20684.07
2013-10-31,25546.978333333333,29256.46,20689.87
2013-11-01,25391.017916666668,29227.47,20249.32
2013-11-02,23299.87,27002.24,19964.74
2013-11-03,22338.346,27194.77,19135.71
2013-11-04,25201.521666666667,29943.17,19888.47
2013-11-05,25751.469583333335,30080.41,20602.76
2013-11-06,25536.005,30175.46,20519.47
2013-11-07,25498.61375,30161.49,20293.53
2013-11-08,25004.381250000002,29271.75,20183.52
2013-11-09,22742.726666666666,26693.64,19857.32
2013-11-10,22110.222916666666,26895.94,19102.79
2013-11-11,24743.85666666667,29843.26,19206.9
2013-11-12,25830.92916666667,31073.36,19771.82
2013-11-13,26366.719166666666,31886.54,20152.04
2013-11-14,26082.85375,31013.51,20287.99
2013-11-15,25041.342916666665,28615.18,20280.64
2013-11-16,22994.50125,27060.0,19525.45
2013-11-17,22642.583333333332,27203.81,19741.67
2013-11-18,25285.75375,29863.33,20071.39
2013-11-19,25792.234583333335,30330.16,20626.52
2013-11-20,25859.04125,30461.02,20640.14
2013-11-21,25651.97,30253.76,20436.54
2013-11-22,25468.244166666667,29482.47,20681.97
2013-11-23,23566.772083333333,27867.48,20574.88
2013-11-24,22893.796666666665,28460.69,19788.89
2013-11-25,25273.644166666665,30539.9,20090.79
2013-11-26,25713.505416666667,30536.1,20234.03
2013-11-27,26099.89791666667,30674.77,20564.01
2013-11-28,22112.528749999998,23941.76,19872.6
2013-11-29,22487.671666666665,26047.81,19493.97
2013-11-30,23022.344583333335,26765.81,19938.97
2013-12-01,23155.49166666667,28454.7,19562.94
2013-12-02,25754.543333333335,31448.37,19822.51
2013-12-03,25708.75791666667,31195.91,20121.64
2013-12-04,26070.267083333336,31170.63,20861.39
2013-12-05,26150.407083333335,31026.23,21415.48
2013-12-06,26404.463333333333,31183.43,21398.33
2013-12-07,24185.650833333333,28699.49,21065.37
2013-12-08,23973.457916666666,29177.97,21094.06
2013-12-09,27002.63625,32468.59,21599.17
2013-12-10,27159.17125,32025.88,22243.62
2013-12-11,27195.586250000004,32055.62,22077.56
2013-12-12,26782.03458333333,31578.95,21769.98
2013-12-13,26220.51375,30333.9,21606.76
2013-12-14,24209.58125,28380.32,20880.84
2013-12-15,23086.556249999998,28221.37,19771.27
2013-12-16,26302.545,31742.2,20350.33
2013-12-17,26558.063333333335,31774.48,20836.67
2013-12-18,26569.37,31709.98,20931.17
2013-12-19,26514.765833333335,31400.09,21171.28
2013-12-20,26422.903333333335,30531.48,21659.52
2013-12-21,23986.015833333335,28067.6,20812.22
2013-12-22,23524.797916666666,28418.94,20352.9
2013-12-23,26238.084166666667,31536.34,20609.38
2013-12-24,24106.355,28315.83,20232.03
2013-12-25,23887.361666666668,28298.05,20187.83
2013-12-26,24715.913750000003,29585.78,20350.26
2013-12-27,24590.30083333333,29069.43,20128.76
2013-12-28,24170.140833333335,28704.51,20675.58
2013-12-29,23388.797916666666,28587.36,20216.31
2013-12-30,24447.3425,29898.51,19566.14
2013-12-31,24096.063333333335,29327.42,20120.63
2014-01-01,21904.904166666664,26449.23,19285.28
2014-01-02,25395.0925,30112.36,20274.02
2014-01-03,25048.63791666667,29082.42,20035.55
2014-01-04,22988.094583333335,27296.5,19792.45
2014-01-05,22373.029166666664,27422.57,19355.01
2014-01-06,24963.832916666666,30183.8,19384.78
2014-01-07,25277.89125,30216.51,19833.77
2014-01-08,25509.48875,30589.38,20055.89
2014-01-09,25191.126666666667,29961.62,20173.95
2014-01-10,24692.452083333334,28977.7,19619.99
2014-01-11,22847.76875,27605.98,19404.56
2014-01-12,22218.532916666667,27241.36,19136.49
2014-01-13,24861.933333333334,29936.48,19275.09
2014-01-14,25709.482916666664,30758.88,20067.7
2014-01-15,25543.412083333333,30383.16,19932.7
2014-01-16,25268.706666666665,30214.2,20083.18
2014-01-17,24852.365,28936.15,20144.46
2014-01-18,22677.71041666667,27063.62,19639.9
2014-01-19,21870.30083333333,26671.7,19092.32
2014-01-20,24671.17125,29851.41,19644.75
2014-01-21,25242.744583333333,29814.35,20200.77
2014-01-22,25419.589583333334,29817.87,20218.14
2014-01-23,25347.717916666665,29625.54,20384.27
2014-01-24,24870.28958333333,28862.36,20157.37
2014-01-25,22785.851250000003,26795.37,19725.47
2014-01-26,22019.592083333333,26487.48,19106.44
2014-01-27,24412.550416666665,28987.4,19369.69
2014-01-28,24982.551666666666,29430.93,19822.15
2014-01-29,25117.600000000002,29626.2,19890.51
2014-01-30,25183.052916666667,29778.36,19859.14
2014-01-31,25003.362916666665,28840.31,20313.99
2014-02-01,23032.07375,27389.43,20029.86
2014-02-02,23088.931249999998,28480.2,20134.11
2014-02-03,25172.849166666667,30425.44,19845.87
2014-02-04,25500.163750000003,30120.81,20684.22
2014-02-05,25519.127083333336,30072.65,20759.98
2014-02-06,25461.975833333334,30162.65,20562.26
2014-02-07,24903.60541666667,29112.45,20234.15
2014-02-08,23003.48041666667,27300.44,19969.77
2014-02-09,21797.06,26528.64,18956.34
2014-02-10,24131.512083333335,29022.31,18668.81
2014-02-11,24604.01625,29112.41,19388.44
2014-02-12,24813.507499999996,29457.76,19502.63
2014-02-13,24719.88666666667,29158.71,19480.26
2014-02-14,24639.616250000003,28748.01,19775.58
2014-02-15,22773.500833333335,27095.03,19520.37
2014-02-16,21848.05,26393.67,18963.21
2014-02-17,22857.61666666667,27318.12,18982.37
2014-02-18,24771.068750000002,28900.74,20050.45
2014-02-19,24822.81708333333,28938.42,20068.84
2014-02-20,24939.590833333335,29217.7,19973.0
2014-02-21,24211.502500000002,28032.31,19710.55
2014-02-22,22101.781666666666,25739.46,19455.49
2014-02-23,21410.794166666667,25625.62,18869.04
2014-02-24,24090.940000000002,28838.26,18819.88
2014-02-25,24305.468333333334,28568.28,19360.02
2014-02-26,24568.637083333335,28679.47,19447.16
2014-02-27,24168.823333333334,28103.48,19378.24
2014-02-28,24198.89458333333,27936.61,19600.51
2014-03-01,22201.043333333335,26239.99,19104.67
2014-03-02,21419.594583333335,26330.6,18713.95
2014-03-03,23997.76958333333,28717.24,18647.29
2014-03-04,24457.5575,28892.55,19267.47
2014-03-05,24785.2225,29428.31,19165.61
2014-03-06,24564.818333333333,29060.03,19350.23
2014-03-07,24138.124583333334,27953.03,19241.14
2014-03-08,21882.851250000003,25933.07,18944.48
2014-03-09,21588.050434782606,26033.71,17946.58
2014-03-10,24021.97875,28040.64,18310.4
2014-03-11,24377.427083333332,28145.12,19170.8
2014-03-12,24380.477916666667,28073.7,19173.9
2014-03-13,24422.27791666667,28192.64,19327.49
2014-03-14,24095.562916666666,27262.61,19316.48
2014-03-15,22288.959583333333,26372.02,18796.65
2014-03-16,21757.557083333333,26777.08,18048.59
2014-03-17,24264.24,28522.96,18701.26
2014-03-18,24482.70125,28389.36,19359.91
2014-03-19,24655.890416666665,28559.55,19462.24
2014-03-20,24587.359166666665,28342.29,19450.9
2014-03-21,24183.71375,27316.72,19452.64
2014-03-22,22071.072916666668,25572.24,19047.15
2014-03-23,21265.679166666665,25811.8,18242.37
2014-03-24,24292.490833333333,28486.85,18792.92
2014-03-25,24798.547916666666,28674.84,19615.39
2014-03-26,24824.61333333333,28636.86,19753.06
2014-03-27,24581.086249999997,28320.22,19744.31
2014-03-28,24511.3875,27619.34,19729.21
2014-03-29,22312.4075,25940.87,19349.03
2014-03-30,21532.866666666665,26229.4,18726.19
2014-03-31,24431.440000000002,28432.39,19233.9
2014-04-01,24575.67916666667,28179.59,19967.09
2014-04-02,24523.259583333333,28112.87,19992.62
2014-04-03,24342.89625,27843.05,20076.87
2014-04-04,24034.097916666666,27117.46,19853.89
2014-04-05,21772.33208333333,25391.66,19425.76
2014-04-06,21472.494583333333,26397.59,18762.9
2014-04-07,25323.091666666664,30256.52,18729.87
2014-04-08,26366.5525,30846.74,19739.85
2014-04-09,26283.460833333334,30312.21,20057.96
2014-04-10,25878.235416666666,30122.22,20047.59
2014-04-11,25191.46041666667,28367.3,19818.15
2014-04-12,22469.865833333333,26093.42,19529.34
2014-04-13,21365.087083333336,25915.77,18586.18
2014-04-14,24630.514583333334,28999.72,18586.69
2014-04-15,25330.932083333333,29294.49,19463.26
2014-04-16,25585.24,29655.4,19818.16
2014-04-17,25213.762083333335,28839.82,19818.99
2014-04-18,24174.821249999997,27092.19,19955.56
2014-04-19,22604.532916666667,26473.08,19308.69
2014-04-20,21811.962499999998,26343.82,18597.29
2014-04-21,25676.05125,29810.63,19703.06
2014-04-22,24645.296666666665,28095.36,19747.1
2014-04-23,25045.377916666665,28682.34,20442.87
2014-04-24,24739.830416666668,28332.84,19545.47
2014-04-25,24366.86208333333,27195.92,19681.23
2014-04-26,22031.345833333336,25557.37,19532.23
2014-04-27,21229.76958333333,25720.76,18650.61
2014-04-28,24729.920833333334,29043.9,18883.82
2014-04-29,26626.71541666667,31488.31,19905.16
2014-04-30,28345.780833333334,33676.13,21085.41
2014-05-01,28701.614583333332,34342.25,21551.01
2014-05-02,28318.935416666664,33912.89,21532.02
2014-05-03,25425.22208333333,29177.33,20985.14
2014-05-04,23244.802916666667,27724.72,19514.17
2014-05-05,24713.087916666667,28595.48,19106.07
2014-05-06,24352.9175,27864.04,19499.46
2014-05-07,24651.56625,28250.45,19664.22
2014-05-08,24904.76625,28448.38,19948.97
2014-05-09,24853.7075,27745.02,20002.24
2014-05-10,22659.429583333334,26012.98,19749.89
2014-05-11,21975.302916666667,26550.4,18794.98
2014-05-12,26331.38666666667,31315.45,19480.74
2014-05-13,28228.533750000002,33876.05,20799.46
2014-05-14,30347.282083333335,37559.17,21932.31
2014-05-15,31915.58916666667,40086.19,22595.5
2014-05-16,30537.999583333334,37783.74,22208.67
2014-05-17,26177.31,30247.69,21103.21
2014-05-18,23371.132916666666,27522.3,19508.42
2014-05-19,25374.35875,29258.0,19404.53
2014-05-20,25183.595833333336,28821.48,19938.9
2014-05-21,25675.742916666666,29509.23,20083.79
2014-05-22,26399.330416666668,30462.82,20344.65
2014-05-23,26552.710833333334,30231.96,20785.21
2014-05-24,24529.428750000003,28088.67,20474.23
2014-05-25,24488.144166666665,29367.01,20008.09
2014-05-26,25027.662500000002,29626.37,20176.02
2014-05-27,28860.787083333333,34415.83,21611.22
2014-05-28,28129.42,32770.89,21548.01
2014-05-29,28430.442916666667,33146.62,22081.41
2014-05-30,27355.5425,31884.53,20934.14
2014-05-31,25490.966249999998,29337.82,20635.94
2014-06-01,24997.102499999997,29578.63,20131.64
2014-06-02,27399.69208333333,32357.48,20627.79
2014-06-03,28003.63625,33331.84,21299.33
2014-06-04,28551.509583333333,34450.32,21467.0
2014-06-05,29135.583333333332,35363.89,21798.94
2014-06-06,28635.490416666667,33994.8,22055.91
2014-06-07,27061.96875,32437.95,21760.73
2014-06-08,27213.98708333333,34062.57,20880.79
2014-06-09,31262.71875,39723.23,22057.68
2014-06-10,30018.23833333333,36410.52,22690.77
2014-06-11,28141.451666666664,32921.8,21958.07
2014-06-12,27672.800416666665,32178.47,21527.72
2014-06-13,27578.655416666665,32127.31,21482.66
2014-06-14,25917.22333333333,30414.31,21244.64
2014-06-15,24015.375416666666,28110.5,19812.78
2014-06-16,26602.409166666668,30694.51,20290.07
2014-06-17,26905.26958333333,30973.38,20870.94
2014-06-18,27740.507916666666,32618.79,21241.04
2014-06-19,28781.08541666667,34635.03,21601.19
2014-06-20,29714.904166666664,36224.0,22112.56
2014-06-21,27484.172083333335,32837.47,22075.79
2014-06-22,25828.444166666668,30909.54,20615.03
2014-06-23,28524.335000000003,34386.5,21092.1
2014-06-24,29328.505,35605.34,21943.15
2014-06-25,29367.150833333333,35236.7,22316.19
2014-06-26,28698.400416666667,33739.14,22262.69
2014-06-27,28762.624583333334,33723.34,22333.24
2014-06-28,27390.872916666664,32319.02,22079.73
2014-06-29,27452.25125,33652.08,21323.15
2014-06-30,31791.373333333333,40319.45,22288.48
2014-07-01,31523.09041666667,39171.68,23398.55
2014-07-02,30865.688333333335,37885.22,23008.1
2014-07-03,31256.474166666667,38398.37,23377.37
2014-07-04,28791.25,35619.61,22359.22
2014-07-05,29464.82375,36231.95,23028.63
2014-07-06,28829.010833333334,35773.41,22335.39
2014-07-07,33768.636666666665,42518.38,24199.65
2014-07-08,32941.70208333333,41163.85,24213.23
2014-07-09,31927.055416666666,38859.08,24243.64
2014-07-10,31655.960833333334,38744.59,23935.04
2014-07-11,30469.167083333334,36453.91,23583.87
2014-07-12,29162.173333333336,35827.1,22991.95
2014-07-13,30216.415833333333,39184.09,22427.66
2014-07-14,34364.487916666665,43415.64,24400.06
2014-07-15,33379.174166666664,40953.55,25089.6
2014-07-16,31875.857083333332,38611.25,24298.8
2014-07-17,29994.120833333334,34974.41,23920.21
2014-07-18,29419.727499999997,34580.97,23239.97
2014-07-19,27867.719583333335,32919.57,22646.65
2014-07-20,27142.26166666667,32510.02,21995.6
2014-07-21,30027.662083333333,36021.48,22762.51
2014-07-22,30614.7075,36826.02,23425.47
2014-07-23,31413.232916666664,38269.26,23739.7
2014-07-24,32989.54625,41449.54,24007.37
2014-07-25,33360.426666666666,42094.18,24575.03
2014-07-26,31840.936666666665,38932.93,25041.97
2014-07-27,30966.164999999997,38093.23,23983.98
2014-07-28,33851.57041666666,42422.35,24751.15
2014-07-29,34984.67916666667,44178.65,25555.51
2014-07-30,34094.074166666665,43117.57,24972.59
2014-07-31,34650.495,43793.04,25345.3
2014-08-01,35177.18083333333,44876.82,25699.17
2014-08-02,31499.875,38383.86,24874.0
2014-08-03,29078.955,34816.81,23118.42
2014-08-04,31101.461249999997,37321.57,23649.48
2014-08-05,30742.100000000002,36589.68,23801.89
2014-08-06,30530.657083333335,36364.03,23551.75
2014-08-07,30809.797916666666,37164.49,23675.74
2014-08-08,30587.287500000002,36987.14,23696.61
2014-08-09,28822.662083333333,33919.76,23579.27
2014-08-10,28276.050416666665,34300.64,22694.46
2014-08-11,31771.196249999997,39464.77,23312.82
2014-08-12,31466.984166666665,38489.8,23819.65
2014-08-13,31729.47375,38429.75,24319.46
2014-08-14,30127.8625,36429.47,22992.58
2014-08-15,30931.9025,38263.54,23233.89
2014-08-16,29819.467083333333,36813.01,23235.92
2014-08-17,29334.212916666667,36899.35,22567.24
2014-08-18,31444.432083333333,39749.8,22623.51
2014-08-19,30631.947083333333,37508.51,23110.2
2014-08-20,29781.93625,35943.6,22679.16
2014-08-21,30300.32625,37132.22,22747.57
2014-08-22,30522.736666666668,36963.09,23459.47
2014-08-23,27356.599583333333,32270.25,22325.45
2014-08-24,26297.602916666667,31714.25,21400.51
2014-08-25,29064.807083333333,35384.58,21561.64
2014-08-26,30330.400416666667,37285.48,22624.17
2014-08-27,31272.149166666666,38966.89,23080.44
2014-08-28,32379.752083333336,41031.48,23453.06
2014-08-29,32814.18125,41153.03,24229.25
2014-08-30,30085.054999999997,37124.7,23415.29
2014-08-31,28856.653333333335,36582.11,22164.42
2014-09-01,28977.555833333332,36856.37,21897.14
2014-09-02,31541.726666666666,39268.5,23188.89
2014-09-03,30179.42916666667,37036.07,22580.43
2014-09-04,30962.427916666667,37872.73,23241.15
2014-09-05,30282.709583333333,37642.47,22459.19
2014-09-06,29265.724166666667,36832.4,22381.0
2014-09-07,28666.61,36391.39,21920.7
2014-09-08,30854.465,38445.68,22360.95
2014-09-09,30816.372083333332,37897.32,22849.48
2014-09-10,31080.1375,38836.39,22889.24
2014-09-11,32089.899166666666,40976.48,22662.92
2014-09-12,32625.181666666667,42064.74,23004.0
2014-09-13,31731.016666666666,41482.39,23184.76
2014-09-14,30879.94125,40704.6,22251.41
2014-09-15,34467.82208333333,44841.29,23558.28
2014-09-16,34767.08875,44993.82,24459.02
2014-09-17,34388.57375,43659.86,24607.16
2014-09-18,31954.296666666665,39080.72,23989.33
2014-09-19,29676.774999999998,35457.32,23038.05
2014-09-20,27179.09708333333,32311.87,21993.42
2014-09-21,25859.420416666664,31359.99,21062.66
2014-09-22,29404.699583333335,35995.3,21683.5
2014-09-23,30029.757500000003,37030.3,21995.1
2014-09-24,31213.62958333333,38559.91,22987.84
2014-09-25,30130.365833333333,36862.31,22372.8
2014-09-26,28580.75125,33729.73,21990.56
2014-09-27,24912.010416666668,29084.53,20897.93
2014-09-28,23672.853333333333,29094.04,19570.52
2014-09-29,26659.16875,32078.45,19572.0
2014-09-30,27683.455,33156.32,20633.62
2014-10-01,27869.024166666666,33209.17,20944.28
2014-10-02,28975.794583333332,35607.56,21094.46
2014-10-03,29277.989166666666,36190.83,21052.98
2014-10-04,28668.249583333334,35399.88,21677.96
2014-10-05,26703.495833333334,34131.39,20400.8
2014-10-06,29159.78125,36537.2,20667.15
2014-10-07,29219.424166666668,36488.32,21165.25
2014-10-08,28985.08875,34927.54,21628.57
2014-10-09,28759.98875,34893.43,21827.36
2014-10-10,27656.666666666668,32902.67,21067.63
2014-10-11,25285.58,30620.35,20277.48
2014-10-12,24944.812916666666,31214.63,20012.61
2014-10-13,27646.306249999998,33862.89,20362.56
2014-10-14,27002.396666666667,31781.19,20647.89
2014-10-15,26554.180833333332,30856.94,21028.29
2014-10-16,26671.599583333333,31178.16,21077.22
2014-10-17,25630.0775,29248.78,20344.18
2014-10-18,23462.881666666668,27729.02,19991.82
2014-10-19,23393.35875,28967.74,19441.56
2014-10-20,26460.54125,31079.83,20069.36
2014-10-21,26206.16875,30606.65,20286.81
2014-10-22,26553.85375,31295.69,20472.47
2014-10-23,26690.115416666667,31611.53,20454.61
2014-10-24,26810.12625,31177.55,20676.27
2014-10-25,23775.64625,27532.01,20222.23
2014-10-26,22484.45125,27234.35,19342.56
2014-10-27,24755.455,28995.02,19279.55
2014-10-28,25543.277083333334,30154.64,19839.73
2014-10-29,26062.7675,30865.32,20107.68
2014-10-30,26024.157083333335,30387.76,20208.26
2014-10-31,25124.947916666668,28050.54,20140.35
2014-11-01,22784.76375,26546.81,19644.01
2014-11-02,22097.2676,27063.89,19113.89
2014-11-03,24768.337916666667,29483.56,19476.57
2014-11-04,24952.797083333335,29524.61,20048.09
2014-11-05,25470.084583333333,30879.33,19796.81
2014-11-06,25672.1675,31361.45,19732.95
2014-11-07,25510.377916666665,31153.75,19775.7
2014-11-08,23019.04375,28264.47,19139.84
2014-11-09,22495.252916666665,28142.68,18686.91
2014-11-10,24628.323333333334,29946.17,18535.96
2014-11-11,24457.992499999997,29245.98,19138.01
2014-11-12,24783.125833333335,29266.69,19437.05
2014-11-13,25111.321666666667,29690.04,19417.26
2014-11-14,25322.35666666667,29416.38,20246.92
2014-11-15,22358.850000000002,26481.98,18914.43
2014-11-16,21828.814166666667,26892.95,18286.08
2014-11-17,24795.928333333333,29824.85,19190.69
2014-11-18,25066.50125,29800.5,19712.58
2014-11-19,25267.584583333333,30049.4,19737.8
2014-11-20,25145.32875,29631.61,19844.42
2014-11-21,24769.21541666667,28929.68,19670.71
2014-11-22,22632.39375,26970.31,19115.4
2014-11-23,22153.051666666666,27290.49,18642.84
2014-11-24,24778.468333333334,29968.77,18973.86
2014-11-25,25180.655833333334,29977.76,19752.11
2014-11-26,25299.649166666666,30293.28,19810.81
2014-11-27,22076.144166666665,25004.04,19122.27
2014-11-28,22384.945416666666,26986.95,18702.99
2014-11-29,23014.795,27302.39,19435.16
2014-11-30,22790.953333333335,27844.59,19437.55
2014-12-01,25301.882916666666,30479.15,19590.53
2014-12-02,25726.271666666667,30996.66,19895.11
2014-12-03,25468.092083333333,30833.91,19667.94
2014-12-04,25242.135833333334,30206.38,19626.84
2014-12-05,25036.850416666668,29759.81,19577.81
2014-12-06,22981.889166666664,27429.59,19415.53
2014-12-07,22384.047916666666,27637.17,18846.82
2014-12-08,24790.648749999997,30018.79,18771.58
2014-12-09,25109.752916666668,30084.93,19427.97
2014-12-10,25356.414999999997,30413.1,19785.74
2014-12-11,25778.572083333333,31249.3,19836.26
2014-12-12,25346.711666666666,30185.02,19884.68
2014-12-13,23750.821249999997,28097.19,20339.11
2014-12-14,23471.226250000003,28867.2,20072.64
2014-12-15,26287.462083333332,32067.11,20449.23
2014-12-16,26325.635416666668,31820.45,20441.87
2014-12-17,26053.29125,31300.69,20272.3
2014-12-18,25962.96375,30825.67,20499.41
2014-12-19,25402.813333333335,29869.67,20254.24
2014-12-20,23404.466666666664,28224.78,19723.5
2014-12-21,22697.019166666665,28188.77,19086.97
2014-12-22,24923.934999999998,30490.43,18834.07
2014-12-23,25260.939166666667,30516.19,19525.31
2014-12-24,23412.925,28049.51,19148.96
2014-12-25,22419.812083333334,26400.11,19023.47
2014-12-26,24211.765,28856.98,19899.49
2014-12-27,24458.431666666667,28876.02,21170.9
2014-12-28,23636.26958333333,28863.35,20502.55
2014-12-29,24352.639166666664,29905.81,19625.44
2014-12-30,25176.696249999997,30661.96,20321.69
2014-12-31,24307.324583333335,29391.02,20281.03
2015-01-01,23179.344166666666,28021.19,20633.88
2015-01-02,26159.284166666665,30370.09,21767.3
2015-01-03,23734.440416666668,28225.44,20694.26
2015-01-04,22995.43875,28077.19,20110.85
2015-01-05,24936.849583333333,29855.23,19530.56
2015-01-06,24801.397083333333,29403.14,19562.78
2015-01-07,24694.529166666664,29263.66,19520.99
2015-01-08,24494.400833333333,28907.47,19626.62
2015-01-09,24227.020416666666,28259.02,19234.55
2015-01-10,22476.500833333335,26816.88,19091.56
2015-01-11,21798.476666666666,26866.99,18410.69
2015-01-12,24389.33875,29203.93,18910.48
2015-01-13,25027.040833333333,29806.0,19641.15
2015-01-14,25097.797916666666,29963.64,19850.98
2015-01-15,25100.852499999997,29627.43,20285.6
2015-01-16,24719.420833333334,28853.47,20045.7
2015-01-17,22654.778749999998,26973.81,19496.12
2015-01-18,21767.915,26826.14,18582.53
2015-01-19,24228.58916666667,29484.61,18912.88
2015-01-20,24709.234166666665,29153.94,19623.24
2015-01-21,24984.535,29481.44,19860.37
2015-01-22,25222.564166666667,29561.46,20363.48
2015-01-23,24620.55083333333,28706.13,19817.46
2015-01-24,22712.169166666663,26995.38,19454.55
2015-01-25,21966.209166666667,27189.95,18621.55
2015-01-26,24493.594166666666,29212.36,18982.23
2015-01-27,24844.523333333334,29478.4,19302.58
2015-01-28,24806.820416666666,29306.54,19623.07
2015-01-29,24927.10541666667,29437.62,19488.93
2015-01-30,24533.047916666666,28619.98,19390.59
2015-01-31,22560.472916666666,26637.41,19337.9
2015-02-01,21416.05791666667,26209.58,18482.68
2015-02-02,24113.529166666664,29265.82,18449.62
2015-02-03,24252.365,28733.02,18968.54
2015-02-04,24389.1825,28895.48,19194.01
2015-02-05,24513.832916666666,29276.07,19153.01
2015-02-06,24452.02125,28810.72,19246.41
2015-02-07,22046.217916666665,26302.06,18733.05
2015-02-08,21496.03,26443.39,18318.32
2015-02-09,24169.99625,29267.3,18454.46
2015-02-10,24611.399999999998,29297.21,19217.15
2015-02-11,24911.528333333335,29778.58,19475.49
2015-02-12,25064.536666666667,29891.28,19484.13
2015-02-13,24725.22375,28947.24,19669.33
2015-02-14,22371.310416666664,26819.68,18967.11
2015-02-15,21411.376666666667,26012.78,18287.56
2015-02-16,22853.702083333334,27755.88,18350.82
2015-02-17,24309.25125,28757.38,19427.02
2015-02-18,24511.263333333332,29015.16,19588.16
2015-02-19,24501.2175,28674.96,19711.11
2015-02-20,24048.23833333333,27963.55,19411.01
2015-02-21,22153.6575,25981.54,19263.24
2015-02-22,21498.16875,26079.54,18633.22
2015-02-23,23969.642083333336,28709.21,18816.02
2015-02-24,24254.399166666666,28445.17,19812.4
