DATE,STATION,NAME,DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS
2011-08-06,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,94.0,68.0,69.9299123183719
2011-08-07,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,93.0,68.0,68.92931812147049
2011-08-08,USC00048135,"SHASTA DAM, CA US",,,0.0,,,92.0,67.0,67.97330436928661
2011-08-09,USC00048135,"SHASTA DAM, CA US",,,0.0,,,94.0,68.0,70.88117086493047
2011-08-10,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,96.0,71.0,71.99282604424405
2011-08-11,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,95.0,71.0,73.04604665044812
2011-08-12,USC00048135,"SHASTA DAM, CA US",,,0.0,,,95.0,70.0,72.84680968673784
2011-08-13,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,95.0,69.0,70.93650675099705
2011-08-14,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,97.0,69.0,71.2540992132763
2011-08-15,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,90.0,71.0,72.03292371388659
2011-08-16,USC00048135,"SHASTA DAM, CA US",,,0.0,,,92.0,69.0,69.81822587958182
2011-08-17,USC00048135,"SHASTA DAM, CA US",,,0.0,,,95.0,68.0,68.85995341352402
2011-08-18,USC00048135,"SHASTA DAM, CA US",,,0.0,,,96.0,69.0,73.02259042453728
2011-08-19,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,97.0,71.0,73.01006660385742
2011-08-20,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,96.0,69.0,69.0
2011-08-21,USC00048135,"SHASTA DAM, CA US",,,0.0,,,92.0,65.0,66.21933149568879
2011-08-22,USC00048135,"SHASTA DAM, CA US",,,0.0,,,92.0,64.0,65.26187288208686
2011-08-23,USC00048135,"SHASTA DAM, CA US",,,0.0,,,92.0,64.0,64.97356166401502
2011-08-24,USC00048135,"SHASTA DAM, CA US",,,0.0,,,99.0,65.0,69.08729568659267
2011-08-25,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,96.0,68.0,71.0923166171321
2011-08-26,USC00048135,"SHASTA DAM, CA US",,,0.0,,,95.0,68.0,69.10558731394775
2011-08-27,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,98.0,69.0,70.9359914678226
2011-08-28,USC00048135,"SHASTA DAM, CA US",,,0.0,,,99.0,69.0,69.19394492172205
2011-08-29,USC00048135,"SHASTA DAM, CA US",,,0.0,,,97.0,65.0,69.99314028037656
2011-08-30,USC00048135,"SHASTA DAM, CA US",,,0.0,,,97.0,59.0,70.04219920810252
2011-08-31,USC00048135,"SHASTA DAM, CA US",,,0.0,,,97.0,59.0,69.00020435102283
2011-09-01,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,90.0,69.0,69.98603138277012
2011-09-02,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,91.0,70.0,73.02784044599379
2011-09-03,USC00048135,"SHASTA DAM, CA US",,,0.0,,,97.0,73.0,75.88141144262065
2011-09-04,USC00048135,"SHASTA DAM, CA US",,,0.0,,,100.0,68.0,68.80288469808264
2011-09-05,USC00048135,"SHASTA DAM, CA US",,,0.0,,,96.0,67.0,67.0
2011-09-06,USC00048135,"SHASTA DAM, CA US",,,0.0,,,95.0,67.0,67.91195723630767
2011-09-07,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,98.0,67.0,68.05475036779866
2011-09-08,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,97.0,68.0,70.04337901587117
2011-09-09,USC00048135,"SHASTA DAM, CA US",,,0.0,,,100.0,70.0,81.00134800196967
2011-09-10,USC00048135,"SHASTA DAM, CA US",,,0.0,,,102.0,79.0,79.14815747905544
2011-09-11,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,101.0,69.0,69.0
2011-09-12,USC00048135,"SHASTA DAM, CA US",,,0.0,,,88.0,68.0,68.0
2011-09-13,USC00048135,"SHASTA DAM, CA US",,,0.14,,,86.0,62.0,66.97763557583455
2011-09-14,USC00048135,"SHASTA DAM, CA US",,,0.0,,,90.0,66.0,67.1170967766855
2011-09-15,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,91.0,60.0,64.81157453270394
2011-09-16,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,84.0,57.0,62.990596367295005
2011-09-17,USC00048135,"SHASTA DAM, CA US",,,0.0,,,86.0,62.0,62.05754620345589
2011-09-18,USC00048135,"SHASTA DAM, CA US",,,0.0,,,85.0,62.0,66.26522423345278
2011-09-19,USC00048135,"SHASTA DAM, CA US",,,0.0,,,91.0,66.0,67.12082576369276
2011-09-20,USC00048135,"SHASTA DAM, CA US",,,0.0,,,93.0,67.0,71.01326163833645
2011-09-21,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,94.0,71.0,73.0520759226347
2011-09-22,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,97.0,62.0,70.81023046397151
2011-09-23,USC00048135,"SHASTA DAM, CA US",,,0.0,,,99.0,65.0,68.89502778140941
2011-09-24,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,101.0,60.0,68.06509556711106
2011-09-25,USC00048135,"SHASTA DAM, CA US",,,0.03,,,91.0,57.0,57.016116739665634
2011-09-26,USC00048135,"SHASTA DAM, CA US",,,0.0,,,70.0,56.0,57.028874118659736
2011-09-27,USC00048135,"SHASTA DAM, CA US",,,0.0,,,80.0,57.0,61.00341146536773
2011-09-28,USC00048135,"SHASTA DAM, CA US",,,0.0,,,85.0,61.0,68.99949091024185
2011-09-29,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,93.0,66.0,67.01029306484789
2011-09-30,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,94.0,63.0,63.0
2011-10-01,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,84.0,58.0,58.0
2011-10-02,USC00048135,"SHASTA DAM, CA US",,,0.0,,,65.0,57.0,57.87558953685711
2011-10-03,USC00048135,"SHASTA DAM, CA US",,,0.0,,,70.0,54.0,54.0
2011-10-04,USC00048135,"SHASTA DAM, CA US",,,0.27,,,55.0,51.0,52.11959050092045
2011-10-05,USC00048135,"SHASTA DAM, CA US",,,1.93,0.0,0.0,55.0,44.0,45.98192476895024
2011-10-06,USC00048135,"SHASTA DAM, CA US",,,0.52,0.0,0.0,54.0,44.0,46.05958394752808
2011-10-07,USC00048135,"SHASTA DAM, CA US",,,0.02,0.0,0.0,64.0,46.0,49.01152945541126
2011-10-08,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,72.0,49.0,55.96151083331067
2011-10-09,USC00048135,"SHASTA DAM, CA US",,,0.0,,,77.0,55.0,55.89914312933916
2011-10-10,USC00048135,"SHASTA DAM, CA US",,,0.38,,,74.0,55.0,56.95999443475906
2011-10-11,USC00048135,"SHASTA DAM, CA US",,,0.87,,,60.0,56.0,57.01831784459805
2011-10-12,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,72.0,55.0,55.058015344412425
2011-10-13,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,79.0,55.0,58.01223368645573
2011-10-14,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,77.0,57.0,59.06494803179457
2011-10-15,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,82.0,59.0,60.84798298974403
2011-10-16,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,78.0,61.0,62.08666625575835
2011-10-17,USC00048135,"SHASTA DAM, CA US",,,0.0,,,78.0,62.0,62.8871743659298
2011-10-18,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,82.0,62.0,63.0983504617158
2011-10-19,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,83.0,58.0,58.05024058434128
2011-10-20,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,79.0,58.0,62.812981043785506
2011-10-21,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,75.0,57.0,57.073696282418496
2011-10-22,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,79.0,57.0,64.0995097339833
2011-10-23,USC00048135,"SHASTA DAM, CA US",,,0.0,,,80.0,63.0,63.12578784603459
2011-10-24,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,80.0,56.0,57.923140171589395
2011-10-25,USC00048135,"SHASTA DAM, CA US",,,0.0,,,75.0,57.0,58.01794108420705
2011-10-26,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,69.0,54.0,54.06944493830487
2011-10-27,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,69.0,54.0,58.073632686741206
2011-10-28,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,74.0,51.0,51.040952076186294
2011-10-29,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,73.0,51.0,55.957336375654336
2011-10-30,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,78.0,55.0,61.09879437541092
2011-10-31,USC00048135,"SHASTA DAM, CA US",,,0.0,,,78.0,58.0,58.09938199668145
2011-11-01,USC00048135,"SHASTA DAM, CA US",,,0.0,,,73.0,52.0,52.0
2011-11-02,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,66.0,51.0,54.921644519595894
2011-11-03,USC00048135,"SHASTA DAM, CA US",,,0.23,0.0,0.0,71.0,47.0,51.92720966608019
2011-11-04,USC00048135,"SHASTA DAM, CA US",,,0.02,,,54.0,41.0,41.13648177153322
2011-11-05,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,56.0,41.0,43.09506783849184
2011-11-06,USC00048135,"SHASTA DAM, CA US",,,0.72,,,45.0,38.0,39.997996021728
2011-11-07,USC00048135,"SHASTA DAM, CA US",,,0.02,,,45.0,40.0,41.9800826792479
2011-11-08,USC00048135,"SHASTA DAM, CA US",,,0.0,,,57.0,40.0,40.0
2011-11-09,USC00048135,"SHASTA DAM, CA US",,,0.0,,,57.0,40.0,43.99155988956219
2011-11-10,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,59.0,43.0,43.880888484544585
2011-11-11,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,63.0,43.0,47.015899947649174
2011-11-12,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,60.0,46.0,47.11852472467614
2011-11-13,USC00048135,"SHASTA DAM, CA US",,,0.0,,,62.0,47.0,47.0
2011-11-14,USC00048135,"SHASTA DAM, CA US",,,0.0,,,62.0,45.0,46.023858676038806
2011-11-15,USC00048135,"SHASTA DAM, CA US",,,0.0,,,62.0,45.0,50.09977797620099
2011-11-16,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,63.0,48.0,49.022029539527225
2011-11-17,USC00048135,"SHASTA DAM, CA US",,,0.02,0.0,0.0,64.0,48.0,49.947601703814975
2011-11-18,USC00048135,"SHASTA DAM, CA US",,,0.01,0.0,0.0,56.0,43.0,43.00103864052721
2011-11-19,USC00048135,"SHASTA DAM, CA US",,,0.04,0.0,0.0,52.0,35.0,35.095724871222785
2011-11-20,USC00048135,"SHASTA DAM, CA US",,,0.4,,,47.0,35.0,41.02625778598974
2011-11-21,USC00048135,"SHASTA DAM, CA US",,,0.02,,,47.0,41.0,41.0
2011-11-22,USC00048135,"SHASTA DAM, CA US",,,0.35,,,47.0,41.0,46.11561431262116
2011-11-23,USC00048135,"SHASTA DAM, CA US",,,0.18,,,49.0,45.0,46.051491786995044
2011-11-24,USC00048135,"SHASTA DAM, CA US",,,1.5,0.0,0.0,50.0,44.0,44.0
2011-11-25,USC00048135,"SHASTA DAM, CA US",,,0.06,0.0,0.0,48.0,44.0,47.0631412661982
2011-11-26,USC00048135,"SHASTA DAM, CA US",,,0.02,0.0,0.0,57.0,47.0,48.09495587547823
2011-11-27,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,63.0,46.0,46.87626836129125
2011-11-28,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,56.0,47.0,50.77312605041334
2011-11-29,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,65.0,49.0,49.0
2011-11-30,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,65.0,46.0,51.98975003123164
2011-12-01,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,60.0,49.0,50.100978834504794
2011-12-02,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,62.0,47.0,47.91090479658169
2011-12-03,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,67.0,41.0,43.05551202666545
2011-12-04,USC00048135,"SHASTA DAM, CA US",,,0.0,,,58.0,43.0,43.710761886521816
2011-12-05,USC00048135,"SHASTA DAM, CA US",,,0.0,,,62.0,44.0,48.018030672036005
2011-12-06,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,62.0,40.0,41.95932595461146
2011-12-07,USC00048135,"SHASTA DAM, CA US",,,0.0,,,55.0,40.0,40.20985987816394
2011-12-08,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,60.0,40.0,48.810791371276736
2011-12-09,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,65.0,45.0,48.998549851719574
2011-12-10,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,66.0,42.0,42.0
2011-12-11,USC00048135,"SHASTA DAM, CA US",,,0.0,,,55.0,39.0,39.0
2011-12-12,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,54.0,39.0,43.8298845034396
2011-12-13,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,55.0,39.0,42.23007887400908
2011-12-14,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,55.0,37.0,37.0
2011-12-15,USC00048135,"SHASTA DAM, CA US",,,0.26,0.0,0.0,53.0,37.0,40.978897050669
2011-12-16,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,52.0,41.0,47.99572662748947
2011-12-17,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,62.0,48.0,54.88677232072124
2011-12-18,USC00048135,"SHASTA DAM, CA US",,,0.0,,,66.0,41.0,41.105523873366074
2011-12-19,USC00048135,"SHASTA DAM, CA US",,,0.0,,,54.0,40.0,49.06401941454863
2011-12-20,USC00048135,"SHASTA DAM, CA US",,,0.0,,,60.0,48.0,50.09179383626718
2011-12-21,USC00048135,"SHASTA DAM, CA US",,,0.0,,,66.0,48.0,48.87820381179637
2011-12-22,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,57.0,44.0,45.11353152152441
2011-12-23,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,57.0,43.0,44.10198412793263
2011-12-24,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,56.0,44.0,49.97676069650092
2011-12-25,USC00048135,"SHASTA DAM, CA US",,,0.0,,,64.0,38.0,38.08950210755436
2011-12-26,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,56.0,38.0,42.02726716232943
2011-12-27,USC00048135,"SHASTA DAM, CA US",,,0.0,,,57.0,40.0,40.8406000467859
2011-12-28,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,55.0,41.0,45.9817194098088
2011-12-29,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,55.0,44.0,46.95184899622203
2011-12-30,USC00048135,"SHASTA DAM, CA US",,,0.02,,,53.0,45.0,46.00854192880479
2011-12-31,USC00048135,"SHASTA DAM, CA US",,,0.41,0.0,0.0,54.0,40.0,43.102112628773334
2012-01-01,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,55.0,43.0,44.835865866446944
2012-01-02,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,62.0,43.0,43.0
2012-01-03,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,58.0,43.0,43.0
2012-01-04,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,59.0,43.0,44.92211086946893
2012-01-05,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,60.0,45.0,46.91768909511664
2012-01-06,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,61.0,45.0,45.006817035548046
2012-01-07,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,58.0,42.0,43.052317545283735
2012-01-08,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,57.0,43.0,51.03483249588895
2012-01-09,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,64.0,48.0,49.018566820755915
2012-01-10,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,64.0,43.0,44.062174448782564
2012-01-11,USC00048135,"SHASTA DAM, CA US",,,0.0,,,61.0,44.0,52.23803261335104
2012-01-12,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,61.0,48.0,48.01358914143139
2012-01-13,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,62.0,46.0,46.102113840281326
2012-01-14,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,62.0,38.0,39.09641834345712
2012-01-15,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,62.0,36.0,37.17777941630306
2012-01-16,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,62.0,30.0,31.056051886495005
2012-01-17,USC00048135,"SHASTA DAM, CA US",,,0.0,,,62.0,29.0,29.0
2012-01-18,USC00048135,"SHASTA DAM, CA US",,,0.0,,,45.0,29.0,36.03048819210219
2012-01-19,USC00048135,"SHASTA DAM, CA US",,,0.85,0.0,0.0,37.0,35.0,35.025113874341756
2012-01-20,USC00048135,"SHASTA DAM, CA US",,,1.77,0.0,0.0,38.0,32.0,37.08151826087878
2012-01-21,USC00048135,"SHASTA DAM, CA US",,,2.25,,,39.25,34.5,38.162660333050056
2012-01-22,USC00048135,"SHASTA DAM, CA US",,,0.02,,,40.5,37.0,39.62663210739596
2012-01-23,USC00048135,"SHASTA DAM, CA US",,,2.13,,,41.75,39.5,40.75052371491401
2012-01-24,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,43.0,42.0,42.08393792539317
2012-01-25,USC00048135,"SHASTA DAM, CA US",,,0.31,0.0,0.0,50.0,42.0,43.030967315807366
2012-01-26,USC00048135,"SHASTA DAM, CA US",,,0.25,,,53.0,43.0,46.012259077832
2012-01-27,USC00048135,"SHASTA DAM, CA US",,,0.02,0.0,0.0,54.0,42.0,43.02338564104838
2012-01-28,USC00048135,"SHASTA DAM, CA US",,,0.0,,,50.0,43.0,47.06719920113812
2012-01-29,USC00048135,"SHASTA DAM, CA US",,,0.0,,,62.0,41.0,41.19586547940714
2012-01-30,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,55.0,41.0,41.0
2012-01-31,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,63.0,39.0,40.054000294892404
2012-02-01,USC00048135,"SHASTA DAM, CA US",,,0.28,0.0,0.0,55.0,39.0,46.00439677960007
2012-02-02,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,52.0,44.0,44.0
2012-02-03,USC00048135,"SHASTA DAM, CA US",,,0.0,,,61.0,44.0,47.76367217768725
2012-02-04,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,60.0,44.0,44.0580207681255
2012-02-05,USC00048135,"SHASTA DAM, CA US",,,0.0,,,63.0,43.0,44.98750293631187
2012-02-06,USC00048135,"SHASTA DAM, CA US",,,0.0,,,64.0,42.0,42.0
2012-02-07,USC00048135,"SHASTA DAM, CA US",,,0.08,0.0,0.0,64.0,42.0,46.00424799727175
2012-02-08,USC00048135,"SHASTA DAM, CA US",,,0.72,0.0,0.0,47.0,46.0,46.97072097689351
2012-02-09,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,61.0,44.0,45.825760683298185
2012-02-10,USC00048135,"SHASTA DAM, CA US",,,0.01,0.0,0.0,63.0,45.0,47.00881847191581
2012-02-11,USC00048135,"SHASTA DAM, CA US",,,0.03,0.0,0.0,54.0,47.0,47.05800735297
2012-02-12,USC00048135,"SHASTA DAM, CA US",,,0.01,0.0,0.0,62.0,41.0,41.945076658531924
2012-02-13,USC00048135,"SHASTA DAM, CA US",,,0.54,0.0,0.0,56.0,40.0,40.02617128326851
2012-02-14,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,56.0,39.0,40.010811197456015
2012-02-15,USC00048135,"SHASTA DAM, CA US",,,0.0,,,60.0,40.0,41.10454922225708
2012-02-16,USC00048135,"SHASTA DAM, CA US",,,0.0,,,56.0,41.0,44.98963076063313
2012-02-17,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,65.0,42.0,42.08010918391602
2012-02-18,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,65.0,41.0,41.96866472441811
2012-02-19,USC00048135,"SHASTA DAM, CA US",,,0.1,,,58.0,38.0,38.19673219614952
2012-02-20,USC00048135,"SHASTA DAM, CA US",,,0.07,,,58.0,38.0,40.956315840136014
2012-02-21,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,50.0,41.0,43.93150008756677
2012-02-22,USC00048135,"SHASTA DAM, CA US",,,0.0,,,60.0,41.0,48.98995078805561
2012-02-23,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,74.0,46.0,46.927198109448945
2012-02-24,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,66.0,47.0,51.875134356610616
2012-02-25,USC00048135,"SHASTA DAM, CA US",,,0.0,,,72.0,40.0,42.07276023542579
2012-02-26,USC00048135,"SHASTA DAM, CA US",,,0.0,,,57.0,39.0,40.69373512863153
2012-02-27,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,49.0,40.0,40.92824666440006
2012-02-28,USC00048135,"SHASTA DAM, CA US",,,0.0,,,56.0,36.0,36.86582360854482
2012-02-29,USC00048135,"SHASTA DAM, CA US",,,1.01,0.0,0.0,56.0,36.0,41.01421694001939
2012-03-01,USC00048135,"SHASTA DAM, CA US",,,0.36,0.0,0.0,52.0,35.0,37.78108843302688
2012-03-02,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,53.0,37.0,39.05478508449449
2012-03-03,USC00048135,"SHASTA DAM, CA US",,,0.0,,,59.0,37.0,49.065608992682755
2012-03-04,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,73.0,43.0,44.83673819547649
2012-03-05,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,72.0,43.0,43.01906027028329
2012-03-06,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,70.0,42.0,42.05160592838202
2012-03-07,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,65.0,38.0,42.09403003744162
2012-03-08,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,64.0,41.0,50.85310706633835
2012-03-09,USC00048135,"SHASTA DAM, CA US",,,0.0,,,72.0,43.0,43.839040535749675
2012-03-10,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,70.0,43.0,45.15026492216701
2012-03-11,USC00048135,"SHASTA DAM, CA US",,,0.03,0.0,0.0,64.0,44.0,44.0
2012-03-12,USC00048135,"SHASTA DAM, CA US",,,0.38,,,57.0,39.0,39.0
2012-03-13,USC00048135,"SHASTA DAM, CA US",,,0.68,0.0,0.0,53.0,36.0,47.063309452375286
2012-03-14,USC00048135,"SHASTA DAM, CA US",,,1.74,0.0,0.0,50.0,45.0,45.0
2012-03-15,USC00048135,"SHASTA DAM, CA US",,,1.82,,,53.0,45.0,51.97341505869139
2012-03-16,USC00048135,"SHASTA DAM, CA US",,,3.95,0.0,0.0,55.0,44.0,47.0891744292753
2012-03-17,USC00048135,"SHASTA DAM, CA US",,,1.0,,,54.0,33.0,35.85788977826575
2012-03-18,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,55.0,35.0,38.94999956706045
2012-03-19,USC00048135,"SHASTA DAM, CA US",,,0.0,,,53.0,36.0,36.0
2012-03-20,USC00048135,"SHASTA DAM, CA US",,,0.01,0.0,0.0,47.0,36.0,39.92260645811083
2012-03-21,USC00048135,"SHASTA DAM, CA US",,,0.04,0.0,0.0,47.0,40.0,44.118564858013066
2012-03-22,USC00048135,"SHASTA DAM, CA US",,,0.17,0.0,0.0,53.0,44.0,45.140506363396604
2012-03-23,USC00048135,"SHASTA DAM, CA US",,,0.0,,,59.0,40.0,40.025783412942545
2012-03-24,USC00048135,"SHASTA DAM, CA US",,,0.0,,,59.0,39.0,47.053220968462746
2012-03-25,USC00048135,"SHASTA DAM, CA US",,,1.15,,,47.0,38.0,41.05048549012341
2012-03-26,USC00048135,"SHASTA DAM, CA US",,,0.45,,,49.0,37.0,39.93276640239108
2012-03-27,USC00048135,"SHASTA DAM, CA US",,,1.24,0.0,0.0,48.0,40.0,43.02381505041835
2012-03-28,USC00048135,"SHASTA DAM, CA US",,,3.81,,,48.0,39.0,41.87046916098594
2012-03-29,USC00048135,"SHASTA DAM, CA US",,,0.03,0.0,0.0,58.0,32.0,46.90414305100854
2012-03-30,USC00048135,"SHASTA DAM, CA US",,,2.0,,,50.0,45.0,48.99131984535892
2012-03-31,USC00048135,"SHASTA DAM, CA US",,,0.42,0.0,0.0,57.0,42.5,50.89390290063526
2012-04-01,USC00048135,"SHASTA DAM, CA US",,,0.38,,,53.0,40.0,40.0
2012-04-02,USC00048135,"SHASTA DAM, CA US",,,0.0,,,59.0,39.0,41.9288102172543
2012-04-03,USC00048135,"SHASTA DAM, CA US",,,0.0,,,67.0,42.0,45.11463337251919
2012-04-04,USC00048135,"SHASTA DAM, CA US",,,0.19,0.0,0.0,64.0,38.0,39.15571391538937
2012-04-05,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,55.0,36.0,36.99674399730458
2012-04-06,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,56.0,37.0,37.05821989245448
2012-04-07,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,58.0,37.0,41.94365058778553
2012-04-08,USC00048135,"SHASTA DAM, CA US",,,0.0,,,59.0,42.0,43.79343532067804
2012-04-09,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,70.0,44.0,47.910647751936494
2012-04-10,USC00048135,"SHASTA DAM, CA US",,,0.31,0.0,0.0,67.0,44.0,44.96916559673258
2012-04-11,USC00048135,"SHASTA DAM, CA US",,,1.09,,,66.0,44.0,46.01409692819995
2012-04-12,USC00048135,"SHASTA DAM, CA US",,,1.4,0.0,0.0,51.0,43.0,45.98990238950818
2012-04-13,USC00048135,"SHASTA DAM, CA US",,,1.35,0.0,0.0,52.0,28.0,40.971835438548254
2012-04-14,USC00048135,"SHASTA DAM, CA US",,,0.58,0.0,0.0,52.0,28.0,39.94253669679945
2012-04-15,USC00048135,"SHASTA DAM, CA US",,,0.0,,,68.0,40.0,49.03438625447123
2012-04-16,USC00048135,"SHASTA DAM, CA US",,,0.0,,,70.0,49.0,51.863610822162634
2012-04-17,USC00048135,"SHASTA DAM, CA US",,,0.0,,,67.0,50.0,51.08020627113315
2012-04-18,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,65.0,51.0,53.94136491112336
